location_id,latitude,longitude,date,month,season,hour,outdoor_temperature_C,wind_speed_mps,thermal_mass_MJ_m3K,insulation_r_value_m2K_W,glazing,GHI_W_m2,best_shelter_material,indoor_temperature_C
LAD-088,34.304,77.375,2025-03-29,3,Spring,4,-17.770,4.040,2.336,4.674,0.415,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.630
LAD-088,34.304,77.375,2025-03-29,3,Spring,5,-17.180,4.380,2.557,3.746,0.518,11.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.120
LAD-088,34.304,77.375,2025-03-29,3,Spring,6,-15.630,1.860,2.257,5.199,0.280,10.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.380
LAD-088,34.304,77.375,2025-03-29,3,Spring,7,-13.960,1.840,2.495,5.307,0.353,178.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.720
LAD-088,34.304,77.375,2025-03-29,3,Spring,8,-11.890,2.000,2.140,3.494,0.327,291.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.260
LAD-088,34.304,77.375,2025-03-29,3,Spring,9,-10.090,2.320,1.773,5.356,0.611,444.000,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,21.680
LAD-088,34.304,77.375,2025-03-29,3,Spring,10,-8.510,4.750,1.595,4.340,0.500,617.000,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.760
LAD-088,34.304,77.375,2025-03-29,3,Spring,11,-6.780,2.210,1.859,4.979,0.618,580.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.780
LAD-088,34.304,77.375,2025-03-29,3,Spring,12,-5.500,1.770,2.566,3.565,0.457,644.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.500
LAD-088,34.304,77.375,2025-03-29,3,Spring,13,-4.260,1.680,2.413,2.961,0.306,611.800,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.740
LAD-088,34.304,77.375,2025-03-29,3,Spring,14,-3.800,2.570,2.377,5.787,0.391,537.900,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,22.590
LAD-088,34.304,77.375,2025-03-29,3,Spring,15,-5.180,3.060,2.488,5.971,0.552,553.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,24.490
LAD-088,34.304,77.375,2025-03-29,3,Spring,16,-5.680,3.400,2.060,3.282,0.439,363.500,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.090
LAD-088,34.304,77.375,2025-03-29,3,Spring,17,-7.550,3.730,2.429,4.850,0.336,185.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.860
LAD-088,34.304,77.375,2025-03-29,3,Spring,18,-8.360,5.700,1.802,4.132,0.580,10.400,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,16.550
LAD-088,34.304,77.375,2025-03-29,3,Spring,19,-10.230,4.380,2.279,5.215,0.323,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.900
LAD-088,34.304,77.375,2025-03-29,3,Spring,20,-12.200,4.640,2.367,5.185,0.283,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.760
LAD-088,34.304,77.375,2025-03-29,3,Spring,21,-13.510,4.760,2.233,2.417,0.421,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,14.790
LAD-088,34.304,77.375,2025-03-29,3,Spring,22,-16.220,3.440,2.405,5.192,0.375,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.440
LAD-088,34.304,77.375,2025-03-29,3,Spring,23,-17.100,3.150,2.568,5.327,0.517,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.720
LAD-089,35.128,78.908,2025-03-30,3,Spring,0,-18.920,3.220,3.057,6.421,0.453,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.430
LAD-089,35.128,78.908,2025-03-30,3,Spring,1,-18.750,2.690,2.078,5.245,0.515,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.790
LAD-089,35.128,78.908,2025-03-30,3,Spring,2,-19.160,1.950,2.365,4.389,0.530,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.260
LAD-089,35.128,78.908,2025-03-30,3,Spring,3,-19.730,1.680,1.920,5.116,0.391,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.320
LAD-089,35.128,78.908,2025-03-30,3,Spring,4,-18.330,1.760,2.249,5.149,0.421,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.980
LAD-089,35.128,78.908,2025-03-30,3,Spring,5,-16.130,1.670,2.716,5.730,0.472,9.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.500
LAD-089,35.128,78.908,2025-03-30,3,Spring,6,-15.050,1.850,2.580,4.840,0.249,9.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.520
LAD-089,35.128,78.908,2025-03-30,3,Spring,7,-13.200,2.220,2.897,3.774,0.376,207.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.040
LAD-089,35.128,78.908,2025-03-30,3,Spring,8,-11.850,1.700,2.554,6.066,0.299,358.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.300
LAD-089,35.128,78.908,2025-03-30,3,Spring,9,-9.770,1.640,1.635,3.167,0.478,524.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,19.770
LAD-089,35.128,78.908,2025-03-30,3,Spring,10,-7.420,1.660,2.416,5.232,0.498,586.900,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.410
LAD-089,35.128,78.908,2025-03-30,3,Spring,11,-7.460,2.300,2.032,3.347,0.460,558.600,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.830
LAD-089,35.128,78.908,2025-03-30,3,Spring,12,-5.700,1.630,2.386,5.532,0.492,756.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,25.140
LAD-089,35.128,78.908,2025-03-30,3,Spring,13,-4.970,1.960,2.472,4.544,0.407,715.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.160
LAD-089,35.128,78.908,2025-03-30,3,Spring,14,-4.650,2.500,1.959,4.873,0.255,612.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.620
LAD-089,35.128,78.908,2025-03-30,3,Spring,15,-5.780,3.180,1.792,5.181,0.490,556.500,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.490
LAD-089,35.128,78.908,2025-03-30,3,Spring,16,-4.980,3.660,2.425,3.202,0.476,344.200,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.530
LAD-089,35.128,78.908,2025-03-30,3,Spring,17,-5.900,5.330,1.816,6.300,0.453,172.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.620
LAD-089,35.128,78.908,2025-03-30,3,Spring,18,-8.080,4.290,2.901,5.349,0.551,10.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.040
LAD-089,35.128,78.908,2025-03-30,3,Spring,19,-9.510,4.670,2.241,5.281,0.366,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.980
LAD-089,35.128,78.908,2025-03-30,3,Spring,20,-11.840,4.070,2.403,4.274,0.547,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.040
LAD-089,35.128,78.908,2025-03-30,3,Spring,21,-13.830,3.560,2.763,4.655,0.460,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.640
LAD-089,35.128,78.908,2025-03-30,3,Spring,22,-15.980,3.150,2.187,3.502,0.434,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.510
LAD-089,35.128,78.908,2025-03-30,3,Spring,23,-15.400,3.120,2.815,5.189,0.355,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.090
LAD-090,33.758,76.522,2025-03-31,3,Spring,0,-16.440,2.350,2.764,6.126,0.487,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.890
LAD-090,33.758,76.522,2025-03-31,3,Spring,1,-18.780,1.730,1.962,3.660,0.393,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,14.980
LAD-090,33.758,76.522,2025-03-31,3,Spring,2,-19.380,2.070,2.000,5.914,0.585,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.320
LAD-090,33.758,76.522,2025-03-31,3,Spring,3,-18.660,2.870,2.715,3.577,0.427,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.960
LAD-090,33.758,76.522,2025-03-31,3,Spring,4,-16.930,1.760,2.181,4.046,0.381,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.930
LAD-090,33.758,76.522,2025-03-31,3,Spring,5,-16.450,4.430,2.606,4.352,0.321,9.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.850
LAD-090,33.758,76.522,2025-03-31,3,Spring,6,-14.920,2.100,2.837,5.861,0.517,11.300,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.910
LAD-090,33.758,76.522,2025-03-31,3,Spring,7,-13.250,2.280,2.241,4.154,0.443,175.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.530
LAD-090,33.758,76.522,2025-03-31,3,Spring,8,-12.010,3.380,2.334,5.277,0.654,346.900,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,21.330
LAD-090,33.758,76.522,2025-03-31,3,Spring,9,-10.200,1.950,2.473,4.481,0.572,524.600,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,22.210
LAD-090,33.758,76.522,2025-03-31,3,Spring,10,-7.160,2.220,2.219,4.352,0.362,509.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.660
LAD-090,33.758,76.522,2025-03-31,3,Spring,11,-6.340,4.200,2.413,4.798,0.210,569.400,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,18.930
LAD-090,33.758,76.522,2025-03-31,3,Spring,12,-5.020,2.320,1.790,4.113,0.339,705.700,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.230
LAD-090,33.758,76.522,2025-03-31,3,Spring,13,-3.310,2.610,2.258,3.217,0.483,557.500,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.800
LAD-090,33.758,76.522,2025-03-31,3,Spring,14,-3.960,2.710,1.789,5.073,0.397,619.600,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.200
LAD-090,33.758,76.522,2025-03-31,3,Spring,15,-4.540,3.970,2.230,3.666,0.461,552.700,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.540
LAD-090,33.758,76.522,2025-03-31,3,Spring,16,-6.220,3.860,2.344,3.667,0.363,373.100,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.360
LAD-090,33.758,76.522,2025-03-31,3,Spring,17,-6.980,4.030,2.117,5.994,0.382,173.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.530
LAD-090,33.758,76.522,2025-03-31,3,Spring,18,-8.660,4.570,2.569,6.076,0.532,8.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.190
LAD-090,33.758,76.522,2025-03-31,3,Spring,19,-8.960,4.090,2.824,4.005,0.288,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.650
LAD-090,33.758,76.522,2025-03-31,3,Spring,20,-12.420,5.100,2.016,3.616,0.507,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,15.760
LAD-090,33.758,76.522,2025-03-31,3,Spring,21,-14.130,4.100,2.625,3.753,0.388,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.550
LAD-090,33.758,76.522,2025-03-31,3,Spring,22,-14.020,3.830,2.016,3.685,0.442,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.720
LAD-090,33.758,76.522,2025-03-31,3,Spring,23,-15.630,3.740,2.883,4.134,0.434,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.090
LAD-091,32.595,76.496,2025-04-01,4,Spring,0,-17.110,3.320,2.584,4.811,0.412,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.210
LAD-091,32.595,76.496,2025-04-01,4,Spring,1,-18.230,1.880,2.396,4.709,0.544,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.750
LAD-091,32.595,76.496,2025-04-01,4,Spring,2,-18.060,2.820,2.030,4.990,0.247,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.530
LAD-091,32.595,76.496,2025-04-01,4,Spring,3,-18.600,2.790,2.194,3.604,0.326,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.260
LAD-091,32.595,76.496,2025-04-01,4,Spring,4,-17.290,1.740,1.973,4.969,0.455,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.530
LAD-091,32.595,76.496,2025-04-01,4,Spring,5,-16.360,2.140,2.581,5.260,0.360,10.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.820
LAD-091,32.595,76.496,2025-04-01,4,Spring,6,-15.230,2.370,2.569,5.952,0.298,8.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.580
LAD-091,32.595,76.496,2025-04-01,4,Spring,7,-12.810,2.170,2.462,4.239,0.271,184.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.670
LAD-091,32.595,76.496,2025-04-01,4,Spring,8,-11.130,1.640,2.985,3.806,0.245,360.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.660
LAD-091,32.595,76.496,2025-04-01,4,Spring,9,-8.980,2.150,2.948,6.515,0.463,454.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,22.520
LAD-091,32.595,76.496,2025-04-01,4,Spring,10,-5.710,1.790,2.250,4.118,0.444,674.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.650
LAD-091,32.595,76.496,2025-04-01,4,Spring,11,-7.010,2.370,2.514,3.616,0.360,656.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.290
LAD-091,32.595,76.496,2025-04-01,4,Spring,12,-4.420,4.080,2.467,2.810,0.411,646.500,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.250
LAD-091,32.595,76.496,2025-04-01,4,Spring,13,-3.010,1.980,2.396,4.084,0.427,677.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.950
LAD-091,32.595,76.496,2025-04-01,4,Spring,14,-3.590,3.420,2.386,3.222,0.348,677.800,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.370
LAD-091,32.595,76.496,2025-04-01,4,Spring,15,-5.020,2.920,2.373,2.516,0.354,451.100,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.970
LAD-091,32.595,76.496,2025-04-01,4,Spring,16,-5.200,3.310,2.299,4.390,0.454,384.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.810
LAD-091,32.595,76.496,2025-04-01,4,Spring,17,-5.480,4.150,2.173,4.280,0.293,177.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.980
LAD-091,32.595,76.496,2025-04-01,4,Spring,18,-7.560,4.340,2.789,6.370,0.383,11.300,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.800
LAD-091,32.595,76.496,2025-04-01,4,Spring,19,-9.140,4.080,2.543,4.895,0.399,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.060
LAD-091,32.595,76.496,2025-04-01,4,Spring,20,-11.300,4.560,2.379,5.377,0.461,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.050
LAD-091,32.595,76.496,2025-04-01,4,Spring,21,-13.100,4.700,2.470,3.288,0.427,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,15.950
LAD-091,32.595,76.496,2025-04-01,4,Spring,22,-15.140,5.530,2.323,3.509,0.343,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,15.630
LAD-091,32.595,76.496,2025-04-01,4,Spring,23,-16.740,3.280,1.893,6.588,0.461,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.100
LAD-092,34.554,76.226,2025-04-02,4,Spring,0,-16.750,3.130,2.450,5.523,0.229,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.790
LAD-092,34.554,76.226,2025-04-02,4,Spring,1,-17.690,3.140,2.332,6.705,0.498,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.770
LAD-092,34.554,76.226,2025-04-02,4,Spring,2,-18.360,1.660,2.147,4.652,0.376,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.320
LAD-092,34.554,76.226,2025-04-02,4,Spring,3,-17.310,1.870,1.915,4.285,0.435,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.760
LAD-092,34.554,76.226,2025-04-02,4,Spring,4,-17.880,1.700,2.331,4.473,0.341,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.450
LAD-092,34.554,76.226,2025-04-02,4,Spring,5,-15.490,1.770,2.471,6.184,0.491,11.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.690
LAD-092,34.554,76.226,2025-04-02,4,Spring,6,-15.270,1.670,2.574,4.171,0.514,10.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.860
LAD-092,34.554,76.226,2025-04-02,4,Spring,7,-14.370,1.810,2.596,4.742,0.439,200.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.540
LAD-092,34.554,76.226,2025-04-02,4,Spring,8,-11.630,2.710,2.038,4.136,0.453,392.300,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,19.360
LAD-092,34.554,76.226,2025-04-02,4,Spring,9,-9.000,2.670,2.038,5.009,0.462,477.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.380
LAD-092,34.554,76.226,2025-04-02,4,Spring,10,-6.700,1.910,2.674,2.602,0.381,624.700,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.730
LAD-092,34.554,76.226,2025-04-02,4,Spring,11,-5.740,1.670,2.874,4.497,0.363,708.900,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,22.730
LAD-092,34.554,76.226,2025-04-02,4,Spring,12,-4.270,2.480,2.029,3.639,0.482,746.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.280
LAD-092,34.554,76.226,2025-04-02,4,Spring,13,-3.480,3.440,2.315,2.641,0.452,581.500,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.140
LAD-092,34.554,76.226,2025-04-02,4,Spring,14,-3.050,3.380,2.170,2.383,0.387,551.500,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.440
LAD-092,34.554,76.226,2025-04-02,4,Spring,15,-2.940,3.830,2.244,2.769,0.547,510.500,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.370
LAD-092,34.554,76.226,2025-04-02,4,Spring,16,-4.820,3.370,2.701,3.874,0.332,394.800,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,18.830
LAD-092,34.554,76.226,2025-04-02,4,Spring,17,-6.140,3.690,2.303,3.603,0.399,202.900,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.800
LAD-092,34.554,76.226,2025-04-02,4,Spring,18,-7.540,3.910,2.513,6.662,0.310,8.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.720
LAD-092,34.554,76.226,2025-04-02,4,Spring,19,-8.200,4.450,2.443,3.537,0.341,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,16.840
LAD-092,34.554,76.226,2025-04-02,4,Spring,20,-12.230,8.490,2.583,6.276,0.469,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.910
LAD-092,34.554,76.226,2025-04-02,4,Spring,21,-13.060,5.420,2.467,5.135,0.433,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.730
LAD-092,34.554,76.226,2025-04-02,4,Spring,22,-15.140,3.570,2.574,6.120,0.370,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.690
LAD-092,34.554,76.226,2025-04-02,4,Spring,23,-15.970,3.340,2.375,4.604,0.436,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.840
LAD-093,34.711,77.174,2025-04-03,4,Spring,0,-17.010,2.870,1.747,5.429,0.544,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.710
LAD-093,34.711,77.174,2025-04-03,4,Spring,1,-18.040,2.680,2.389,3.977,0.359,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.000
LAD-093,34.711,77.174,2025-04-03,4,Spring,2,-19.040,2.000,2.215,5.088,0.501,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.790
LAD-093,34.711,77.174,2025-04-03,4,Spring,3,-17.210,2.140,2.223,5.206,0.375,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.130
LAD-093,34.711,77.174,2025-04-03,4,Spring,4,-17.160,1.800,2.552,6.746,0.515,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.180
LAD-093,34.711,77.174,2025-04-03,4,Spring,5,-16.060,1.690,2.780,3.913,0.253,11.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.760
LAD-093,34.711,77.174,2025-04-03,4,Spring,6,-14.220,4.810,2.082,4.587,0.411,9.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.650
LAD-093,34.711,77.174,2025-04-03,4,Spring,7,-13.860,2.170,2.308,4.210,0.296,186.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.370
LAD-093,34.711,77.174,2025-04-03,4,Spring,8,-9.930,2.410,2.240,5.032,0.667,342.500,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.670
LAD-093,34.711,77.174,2025-04-03,4,Spring,9,-8.360,2.280,2.634,3.086,0.516,527.200,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,21.050
LAD-093,34.711,77.174,2025-04-03,4,Spring,10,-6.460,2.710,2.354,2.612,0.463,607.700,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.160
LAD-093,34.711,77.174,2025-04-03,4,Spring,11,-4.850,1.750,2.205,3.304,0.603,762.000,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,24.820
LAD-093,34.711,77.174,2025-04-03,4,Spring,12,-4.030,1.790,2.077,2.817,0.490,603.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.670
LAD-093,34.711,77.174,2025-04-03,4,Spring,13,-3.100,3.370,2.330,5.368,0.242,574.900,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.220
LAD-093,34.711,77.174,2025-04-03,4,Spring,14,-1.890,2.530,2.684,3.058,0.399,546.600,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.690
LAD-093,34.711,77.174,2025-04-03,4,Spring,15,-4.130,2.790,1.954,5.093,0.548,443.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.310
LAD-093,34.711,77.174,2025-04-03,4,Spring,16,-2.020,3.620,1.859,2.489,0.328,358.300,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.520
LAD-093,34.711,77.174,2025-04-03,4,Spring,17,-5.230,3.490,2.401,3.894,0.445,167.100,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.210
LAD-093,34.711,77.174,2025-04-03,4,Spring,18,-7.040,4.750,2.355,4.963,0.432,11.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.170
LAD-093,34.711,77.174,2025-04-03,4,Spring,19,-8.500,4.650,2.795,4.408,0.441,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.990
LAD-093,34.711,77.174,2025-04-03,4,Spring,20,-12.110,4.180,2.407,4.857,0.357,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.540
LAD-093,34.711,77.174,2025-04-03,4,Spring,21,-12.580,4.990,2.251,5.763,0.506,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.100
